code,type,neighborhood,rent_value,condominium_value,property_tax,bedrooms,suites,bathrooms,parking_spaces,private_area,furnished,amenities,latitude,longitude
4420,APARTMENT,Perdizes,1200000,1944,845,3,2,3,3,114,False,"['POOL', 'BARBECUE_GRILL', 'GYM', 'ELEVATOR', 'GARDEN']",-23.534378,-46.671346
4423,APARTMENT,Sumaré,2350,593,59,2,-,1,1,60,False,"['ELEVATOR', 'KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM']",-23.543776,-46.689753
4424,APARTMENT,Vila Madalena,3300,1096,181,2,2,3,1,91,False,"['KITCHEN', 'SERVICE_AREA']",-23.554465,-46.689592
4425,APARTMENT,Pinheiros,2400,843,100,2,0,2,1,70,False,"['GARAGE', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'GARDEN']",-23.561257,-46.679162
4428,APARTMENT,Pinheiros,5000,1460,280,3,1,3,1,110,False,[],-23.555095,-46.675719
4429,APARTMENT,Vila Pompéia,2500,1100,160,2,1,2,1,105,False,[],-23.528158,-46.682134
4432,APARTMENT,Pinheiros,2900,744,,2,0,1,1,69,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.556723,-46.674118
4433,APARTMENT,Pinheiros,2200,1343,326,2,0,1,2,67,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.55477,-46.677964
4434,APARTMENT,Pinheiros,3088,680,,2,0,1,1,67,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.555966,-46.676596
4435,APARTMENT,Higienópolis,3500,1700,300,3,1,1,1,132,False,['SERVICE_AREA'],-23.543558,-46.656787
4436,APARTMENT,Perdizes,5000,1500,570,3,2,1,4,160,False,[],-23.531277,-46.682952
4437,APARTMENT,Pinheiros,2850,680,,2,0,2,0,60,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56027,-46.688652
4441,APARTMENT,Pinheiros,2650,998,87,2,-,2,1,80,False,"['BACKYARD', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'INTERCOM']",-23.555684,-46.678293
4442,APARTMENT,Sumarezinho,5000,943,255,2,0,1,2,90,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'GARAGE', 'GARDEN']",-23.546409,-46.69205
4448,APARTMENT,Pinheiros,3350,847,44,2,0,2,1,75,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.572794,-46.69846
4449,APARTMENT,Pinheiros,4900,1138,,2,1,2,1,64,False,"['POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR', 'PLAYGROUND']",-23.570885,-46.692656
4450,APARTMENT,Pinheiros,2500,553,88,2,0,1,1,90,False,"['BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.554572,-46.678042
4451,APARTMENT,Higienópolis,5000,1869,316,3,1,2,1,131,False,"['POOL', 'ELEVATOR', 'KITCHEN', 'PLAYGROUND', 'PARTY_HALL']",-23.544251,-46.657626
4452,APARTMENT,Vila Buarque,4000,0,0,2,0,1,1,52,False,[],-23.542766,-46.648375
4453,APARTMENT,Perdizes,4500,2150,784,3,3,1,3,123,False,"['SPA', 'PAY_PER_USE_SERVICES']",-23.536513,-46.674865
4455,APARTMENT,Liberdade,1900,320,,2,-,1,1,45,False,[],-23.558252,-46.627342
4463,APARTMENT,Pinheiros,3600,1644,113,3,1,2,1,101,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.553449,-46.673923
4465,APARTMENT,Cambuci,2900,850,208,2,1,2,0,55,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.563592,-46.629764
4469,APARTMENT,Perdizes,2300,760,141,2,0,1,1,79,False,"['BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.536902,-46.674317
4473,APARTMENT,Pinheiros,5000,800,371,4,0,2,0,120,False,"['SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56521,-46.68735
4475,APARTMENT,Cambuci,3000,850,208,2,1,2,0,55,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.563592,-46.629764
4482,APARTMENT,Perdizes,1500000,2600,1123,3,3,5,3,114,False,"['POOL', 'BARBECUE_GRILL', 'GYM', 'ELEVATOR', 'PETS_ALLOWED']",-23.5402,-46.669183
4483,APARTMENT,Sumarezinho,3300,1650,121,2,0,1,1,55,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PARTY_HALL']",-23.554109,-46.691946
4486,APARTMENT,Perdizes,3000,1045,610,2,1,2,2,76,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.537875,-46.675022
4493,APARTMENT,Cerqueira César,2600,398,65,2,0,1,0,77,False,"['BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.556306,-46.6791
4495,APARTMENT,Cambuci,2850,850,208,2,1,2,0,55,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.563592,-46.629764
4498,APARTMENT,Santa Cecília,2800,1108,183,2,0,2,1,90,False,"['GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PARTY_HALL']",-23.538152,-46.658613
4501,APARTMENT,Liberdade,1700,460,130,2,-,1,1,53,True,"['FURNISHED', 'POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL']",-23.555101,-46.628548
4502,APARTMENT,Liberdade,1300,480,130,2,0,1,1,50,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.555101,-46.628548
4503,APARTMENT,Perdizes,3900,900,347,2,1,2,2,97,False,"['POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR', 'PARTY_HALL']",-23.538144,-46.681824
4504,APARTMENT,Pinheiros,2600,781,218,2,0,1,1,45,False,"['HEATING', 'RECEPTION']",-23.555295,-46.677162
4505,APARTMENT,Cambuci,2900,850,208,2,1,2,0,55,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.563592,-46.629764
4509,APARTMENT,Higienópolis,5000,2137,935,4,1,3,2,165,False,"['KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.541247,-46.661625
4512,APARTMENT,Sumarezinho,3300,873,143,2,0,2,0,65,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GOURMET_SPACE']",-23.546877,-46.69442
4513,APARTMENT,Pinheiros,3000,700,85,2,0,1,1,45,True,"['FURNISHED', 'POOL']",-23.554783,-46.675623
4515,APARTMENT,Vila Pompéia,3650,750,330,3,1,2,2,93,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.532752,-46.690569
4519,APARTMENT,Perdizes,2500,450,1,2,-,1,-,90,False,"['ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'INTERCOM']",-23.542061,-46.674835
4523,APARTMENT,Pinheiros,2300,562,,2,0,2,0,70,False,[],-23.562637,-46.699166
4525,APARTMENT,Higienópolis,4500,1235,327,2,0,2,2,107,False,"['BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'SPORTS_COURT', 'BUILTIN_WARDROBE']",-23.547481,-46.653936
4527,APARTMENT,Pinheiros,3000,1103,77,2,-,2,1,85,False,['ELEVATOR'],-23.559499,-46.673797
4530,APARTMENT,Pinheiros,3900,1170,130,2,-,2,1,86,True,"['FURNISHED', 'POOL', 'SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.556253,-46.680618
4533,APARTMENT,Pinheiros,4400,1080,114,3,1,3,1,110,False,"['AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.572794,-46.69846
4535,APARTMENT,Pinheiros,2500,750,,2,0,1,0,64,False,"['ELEVATOR', 'KITCHEN_CABINETS']",-23.561475,-46.68829
4539,APARTMENT,Pinheiros,4000,1849,607,3,1,3,2,130,False,"['BALCONY', 'AIR_CONDITIONING', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.55913,-46.689437
4542,APARTMENT,Higienópolis,4950,1988,530,3,1,3,2,163,False,"['ELEVATOR', 'PETS_ALLOWED', 'GARDEN']",-23.546741,-46.657832
4544,APARTMENT,Liberdade,1900,500,100,3,1,2,1,67,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.555101,-46.628548
4545,APARTMENT,Sumarezinho,4500,725,237,2,0,2,1,64,False,[],-23.547696,-46.690796
4546,APARTMENT,Perdizes,2700,800,53,3,0,1,1,90,False,"['GARAGE', 'PARTY_HALL']",-23.536306,-46.682316
4547,APARTMENT,Pinheiros,3000,900,320,2,0,2,1,60,False,['RECEPTION'],-23.563943,-46.696517
4549,APARTMENT,Santa Cecília,3500,1500,,3,1,2,1,140,False,[],-23.534561,-46.659955
4553,APARTMENT,Pinheiros,2500,,,2,0,1,0,100,False,[],-23.555385,-46.677769
4555,APARTMENT,Pinheiros,2600,630,93,2,0,1,0,60,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.5568,-46.6767
4556,APARTMENT,Pinheiros,2400,1358,186,2,0,2,1,84,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PETS_ALLOWED', 'GARDEN']",-23.557403,-46.679491
4559,APARTMENT,Perdizes,3400,720,150,2,0,2,1,65,False,"['BALCONY', 'GYM', 'BARBECUE_GRILL', 'SERVICE_AREA']",-23.535115,-46.686135
4560,APARTMENT,Perdizes,3200,1575,470,3,1,3,2,119,False,"['POOL', 'PARTY_HALL']",-23.538812,-46.679547
4562,APARTMENT,Perdizes,4000,1600,650,4,1,3,1,178,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.52772,-46.681756
4566,APARTMENT,Pinheiros,3200,868,,2,1,2,1,65,True,"['FURNISHED', 'KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM']",-23.551251,-46.680149
4568,APARTMENT,Perdizes,3000,864,138,3,0,2,1,78,False,['GATED_COMMUNITY'],-23.537636,-46.6777
4569,APARTMENT,Vila Pompéia,3500,820,200,2,1,2,1,60,False,['LAUNDRY'],-23.529818,-46.679567
4570,APARTMENT,Pinheiros,4500,978,260,2,-,2,1,66,False,"['POOL', 'SECURITY_24_HOURS', 'PARTY_HALL']",-23.561484,-46.68655
4573,APARTMENT,Pinheiros,3700,760,141,2,1,2,1,60,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.550553,-46.681758
4574,APARTMENT,Perdizes,2000,1025,250,3,1,2,2,65,False,"['BALCONY', 'GYM', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND']",-23.532838,-46.680251
4575,APARTMENT,Cerqueira César,3000,785,59,2,0,2,1,90,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.554382,-46.683202
4576,APARTMENT,Perdizes,2300,812,180,2,1,1,1,64,False,"['POOL', 'BARBECUE_GRILL', 'SERVICE_AREA', 'KITCHEN_CABINETS', 'SAUNA']",-23.534624,-46.679638
4578,APARTMENT,Pinheiros,3000,438,,2,0,2,0,64,False,['RECEPTION'],-23.568995,-46.690894
4580,APARTMENT,Vila Pompéia,2050,1000,145,3,1,3,2,76,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'PLAYGROUND', 'PARTY_HALL']",-23.53488,-46.69004
4584,APARTMENT,Santa Cecília,4100,1100,140,3,1,2,1,110,False,"['SECURITY_24_HOURS', 'PARTY_HALL', 'ELECTRIC_GENERATOR', 'CABLE_TV', 'RECEPTION']",-23.536527,-46.657193
4586,APARTMENT,Pinheiros,3600,760,141,2,1,2,1,60,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.550553,-46.681758
4587,APARTMENT,Perdizes,3500,1950,175,3,1,2,2,130,False,"['ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.540414,-46.669295
4588,APARTMENT,Perdizes,2500,870,111,2,2,2,1,127,True,"['FURNISHED', 'ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.536905,-46.668936
4589,APARTMENT,Pompeia,2800,972,194,3,1,1,1,83,False,[],-23.540334,-46.679911
4590,APARTMENT,Brás,1800,615,,2,0,2,0,72,False,"['ELEVATOR', 'BUILTIN_WARDROBE']",-23.547039,-46.626179
4591,APARTMENT,Vila Pompéia,1912,1000,241,2,0,2,0,72,False,"['POOL', 'ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.527131,-46.68259
4592,APARTMENT,Pinheiros,2800,998,173,2,0,1,1,68,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.553935,-46.675155
4595,APARTMENT,Perdizes,2000,668,152,2,1,2,1,58,False,[],-23.533842,-46.681676
4599,APARTMENT,Santa Cecília,4800,3162,1108,3,1,2,3,194,False,"['POOL', 'KITCHEN', 'SERVICE_AREA', 'FIREPLACE']",-23.540818,-46.658253
4600,APARTMENT,Pompeia,2800,972,194,3,-,3,1,85,False,"['SERVICE_AREA', 'GARDEN', 'INTERCOM', 'SAFETY_CIRCUIT']",-23.540334,-46.679911
4605,APARTMENT,Pinheiros,3200,590,190,2,1,2,1,59,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.569612,-46.688642
4606,APARTMENT,Pinheiros,3600,760,133,2,1,2,1,60,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.550553,-46.681758
4607,APARTMENT,Pinheiros,3700,1496,291,3,1,3,1,110,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.558883,-46.673089
4609,APARTMENT,Liberdade,1785,600,146,2,1,2,1,53,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.556144,-46.629035
4610,APARTMENT,Pinheiros,2040,472,,2,0,1,1,42,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.560633,-46.682405
4611,APARTMENT,Perdizes,3200,1540,334,3,1,3,1,110,True,"['FURNISHED', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.538016,-46.670193
4612,APARTMENT,Pinheiros,5000,1007,230,2,1,2,2,71,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.568594,-46.698498
4613,APARTMENT,Perdizes,2700,682,197,2,1,2,1,60,True,"['FURNISHED', 'POOL', 'BALCONY', 'GYM', 'ELEVATOR']",-23.536289,-46.677989
4614,APARTMENT,Pinheiros,1500,550,,2,0,1,1,41,False,['GARAGE'],-23.56135,-46.683822
4618,APARTMENT,Pinheiros,2600,690,155,2,0,2,1,51,False,[],-23.555684,-46.678293
4622,APARTMENT,Perdizes,2500,918,167,3,1,2,1,85,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.538967,-46.68089
4627,APARTMENT,Pinheiros,2400,1050,191,2,0,2,1,80,False,"['ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.560713,-46.684251
4629,APARTMENT,Vila Buarque,2700,730,56,3,0,2,1,111,False,"['GYM', 'GARAGE', 'KITCHEN']",-23.546534,-46.650719
4631,APARTMENT,Perdizes,680000,1164,50,2,0,2,1,85,False,"['ELEVATOR', 'GARDEN', 'PETS_ALLOWED', 'PARTY_HALL']",-23.531826,-46.6668
4634,APARTMENT,Perdizes,1800,1300,220,2,-,2,1,100,False,['LAUNDRY'],-23.534441,-46.665779
4639,APARTMENT,Pinheiros,2200,1400,71,2,0,1,0,85,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.565863,-46.685812
4640,APARTMENT,Perdizes,3900,1455,400,3,1,2,2,114,False,"['POOL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.535117,-46.680852
4641,APARTMENT,Pinheiros,2300,964,111,2,0,1,1,77,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'KITCHEN_CABINETS']",-23.558404,-46.676776
4642,APARTMENT,Perdizes,3500,930,104,3,1,3,1,116,False,[],-23.536938,-46.677053
4644,APARTMENT,Higienópolis,4000,4295,1170,3,2,3,3,180,False,"['POOL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.545204,-46.654637
4647,APARTMENT,Perdizes,1900,430,140,2,0,1,1,70,False,[],-23.52874,-46.682591
4648,APARTMENT,Vila Pompéia,3600,1000,200,2,0,1,2,60,True,"['FURNISHED', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'PLAYGROUND']",-23.530064,-46.68643
4649,APARTMENT,Sumaré,3000,506,112,2,0,2,1,73,False,"['BALCONY', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.542274,-46.681248
4651,APARTMENT,Perdizes,2500,1255,270,3,1,2,2,100,False,"['BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN', 'INTERCOM', 'LAUNDRY']",-23.542833,-46.673153
4656,APARTMENT,Pinheiros,3000,1212,127,2,0,1,1,72,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.558008,-46.675556
4657,APARTMENT,Perdizes,3000,1119,302,3,1,2,2,142,False,"['ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.538484,-46.669629
4658,APARTMENT,Pinheiros,3100,600,216,2,1,2,1,59,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.561472,-46.677106
4660,APARTMENT,Sumarezinho,3900,1877,366,2,1,2,2,96,True,"['FURNISHED', 'POOL', 'ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.552354,-46.690156
4661,APARTMENT,Pinheiros,4900,1460,280,3,1,2,1,110,False,"['GARAGE', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.558678,-46.673423
4663,APARTMENT,Pinheiros,3300,1520,448,3,1,3,2,85,False,[],-23.557695,-46.679215
4664,APARTMENT,Perdizes,3485,707,107,2,1,2,1,62,False,"['GOURMET_BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.536428,-46.677501
4665,APARTMENT,Pinheiros,4000,850,230,2,0,1,1,135,False,"['ELEVATOR', 'KITCHEN']",-23.560703,-46.673096
4672,APARTMENT,Pinheiros,2450,1147,209,2,1,2,1,75,False,"['AIR_CONDITIONING', 'ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.554321,-46.682069
4673,APARTMENT,Cerqueira César,3200,912,38,2,0,2,1,76,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.556768,-46.679063
4674,APARTMENT,Liberdade,3200,749,,3,0,2,0,110,False,"['AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56326,-46.634047
4676,APARTMENT,Cambuci,2000,1100,159,3,1,3,1,136,False,"['ELEVATOR', 'SERVICE_AREA']",-23.559084,-46.615942
4677,APARTMENT,Pinheiros,2700,935,30,2,0,1,1,83,False,"['ELEVATOR', 'PARTY_HALL', 'SPORTS_COURT', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.554704,-46.678645
4679,APARTMENT,Perdizes,3440,1070,469,2,1,2,2,112,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.531373,-46.684195
4680,APARTMENT,Santa Cecília,4800,950,362,3,1,3,2,90,False,"['POOL', 'BALCONY', 'GYM', 'GARAGE', 'ELEVATOR']",-23.534176,-46.660388
4684,APARTMENT,Perdizes,3000,1661,316,3,1,3,1,110,False,"['KITCHEN', 'LAUNDRY']",-23.53773,-46.672179
4685,APARTMENT,Liberdade,4000,700,130,2,1,2,1,67,False,[],-23.559635,-46.634296
4690,APARTMENT,Pinheiros,3500,900,244,2,1,2,2,68,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND']",-23.557844,-46.675853
4691,APARTMENT,Perdizes,4000,1800,366,3,1,3,2,246,False,"['POOL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.53737,-46.676561
4692,APARTMENT,Pinheiros,3900,1180,125,3,1,2,1,117,False,"['BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.554322,-46.682339
4693,APARTMENT,Perdizes,3095,1700,,3,1,2,2,200,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.537203,-46.667789
4696,APARTMENT,Pinheiros,2000,486,0,2,0,1,0,67,False,[],-23.552298,-46.680796
4697,APARTMENT,Perdizes,2500,780,259,2,0,1,1,84,False,"['GYM', 'GARAGE', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.536902,-46.674317
4703,APARTMENT,Cerq Cesar,4700,,,2,-,2,1,110,False,"['KITCHEN', 'SECURITY_24_HOURS', 'PARTY_HALL', 'SPORTS_COURT', 'INTERCOM']",-23.562563,-46.675485
4706,APARTMENT,Vila Pompéia,1500,1290,181,2,0,2,1,78,False,"['ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.529446,-46.687438
4709,APARTMENT,Liberdade,3950,1400,57,3,1,3,1,110,False,[],-23.565261,-46.641569
4711,APARTMENT,Liberdade,1600,480,67,2,0,1,0,64,False,"['ELEVATOR', 'SERVICE_AREA', 'INTERCOM', 'RECEPTION', 'WATCHMAN']",-23.569224,-46.639745
4712,APARTMENT,Vila Pompéia,3490,1500,614,3,1,2,3,121,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.529777,-46.686491
4713,APARTMENT,Higienópolis,3990,1100,107,2,0,2,1,55,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.547015,-46.657616
4714,APARTMENT,Pinheiros,3800,1100,200,3,1,2,1,96,False,"['GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PLAYGROUND']",-23.564158,-46.681714
4718,APARTMENT,Perdizes,1900,1350,251,2,-,1,1,100,False,"['KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM', 'LAUNDRY']",-23.534441,-46.665779
4723,APARTMENT,Cerqueira César,2400,720,125,2,0,1,1,85,False,"['ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.554382,-46.683202
4724,APARTMENT,Pinheiros,2400,1257,21,2,0,2,1,98,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.556253,-46.680618
4725,APARTMENT,Pinheiros,3200,775,100,2,0,1,1,85,False,"['ELEVATOR', 'SERVICE_AREA', 'SPORTS_COURT', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56186,-46.674539
4732,APARTMENT,Perdizes,3000,1083,236,2,1,2,2,70,True,"['FURNISHED', 'POOL', 'BALCONY', 'BARBECUE_GRILL', 'KITCHEN']",-23.532724,-46.684407
4735,APARTMENT,Pinheiros,3500,800,50,2,1,1,1,45,False,"['ELECTRIC_GENERATOR', 'RECEPTION']",-23.56135,-46.683822
4737,APARTMENT,Pinheiros,4090,890,271,2,1,2,1,63,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR']",-23.567014,-46.691187
4738,APARTMENT,Pinheiros,3500,150,,2,0,1,0,34,True,"['FURNISHED', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS', 'LAUNDRY']",-23.569319,-46.693623
4739,APARTMENT,Pinheiros,3800,900,120,2,0,2,1,85,False,"['SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.562563,-46.675485
4740,APARTMENT,Perdizes,4500,1900,500,4,1,3,2,165,False,[],-23.532823,-46.682697
4741,APARTMENT,Vila Madalena,2700,779,105,2,0,2,2,70,False,[],-23.551925,-46.69846
4742,APARTMENT,Higienópolis,4500,1100,317,2,0,2,0,111,True,"['FURNISHED', 'AIR_CONDITIONING', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.5467,-46.658352
4743,APARTMENT,Liberdade,1800,,59,2,0,1,0,85,False,['KITCHEN_CABINETS'],-23.561414,-46.634946
4746,APARTMENT,Pinheiros,4100,750,395,2,0,2,1,120,False,"['ELEVATOR', 'GATED_COMMUNITY', 'PARTY_HALL']",-23.562506,-46.676073
4752,APARTMENT,Pinheiros,3384,1029,171,2,0,1,1,65,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.557241,-46.674267
4753,APARTMENT,Vila Madalena,4500,1075,280,2,2,3,1,95,False,"['POOL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.552754,-46.698084
4754,APARTMENT,Liberdade,3950,1400,57,3,1,3,1,110,False,[],-23.565261,-46.641569
4756,APARTMENT,Cambuci,4000,740,100,3,1,2,8,71,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56236,-46.631035
4757,APARTMENT,Cerqueira César,3600,890,292,2,1,2,2,73,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR']",-23.561245,-46.6754
4758,APARTMENT,Liberdade,2400,636,15,2,1,2,1,53,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.553501,-46.62819
4759,APARTMENT,Liberdade,1900,0,60,2,-,1,-,120,False,"['SERVICE_AREA', 'PETS_ALLOWED', 'BEDROOM_WARDROBE', 'INTERNET_ACCESS', 'LARGE_KITCHEN']",-23.558114,-46.63235
4760,APARTMENT,Sumarezinho,3500,1000,376,2,2,3,2,75,False,"['POOL', 'BALCONY', 'GYM', 'GOURMET_SPACE', 'SECURITY_24_HOURS']",-23.542145,-46.697283
